id,name,given,surname,birth_year,event_year,notes,source,finding_aid_url
acadian-deportation:laroque-1615,Joseph Dugas,Joseph,Dugas,c. 1742,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1616,Jean,Jean,Dugas,c. 1744,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1617,Margueritte,Margueritte,Dugas,c. 1734,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1618,Franeoise,Franeoise,Dugas,c. 1739,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1619,Anne,Anne,Dugas,c. 1747,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1620,Francois Henry,Francois,Henry,c. 1716,1752,head — ploughman in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1621,Marie Dugast,Marie,Dugast,c. 1722,1752,wife in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1622,Basille Henry,Basille,Henry,c. 1741,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1623,Joseph,Joseph,Henry,c. 1743,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1624,Margueritte Joseph,Margueritte,Joseph,c. 1745,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1625,Elizabeth,Elizabeth,Henry,c. 1748,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1626,Victoire,Victoire,Henry,c. 1736,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1627,Ambroise Dugast,Ambroise,Dugast,c. 1729,1752,head — ploughman in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1628,Pierre Dugast,Pierre,Dugast,c. 1732,1752,head — ploughman in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1629,Joseph Hebert,Joseph,Hebert,c. 1731,1752,wife in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1630,Jean,Jean,Dugast,c. 1740,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1631,Franeoise,Franeoise,Dugast,c. 1731,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1632,Elisabeth,Elisabeth,Dugast,c. 1733,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1633,Anne,Anne,Dugast,c. 1737,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1634,Marie Joseph,Marie,Joseph,c. 1744,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1635,Victoire,Victoire,Dugast,c. 1747,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1636,Jean Lejeune,Jean,Lejeune,c. 1724,1752,head — ploughman in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1637,Margueritte Blanche,Margueritte,Blanche,c. 1720,1752,wife in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1638,Kozalie,Kozalie,Lejeune,c. 1749,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1639,Francois Guerin,Francois,Guerin,c. 1718,1752,head — ploughman in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1640,Genevieve Mieux,Genevieve,Mieux,c. 1720,1752,wife in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1641,Margueritte Gennevieve Guerin,Margueritte Gennevieve,Guerin,c. 1747,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1642,Marie Roze,Marie,Roze,c. 1749,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1643,Acadie,Acadie,Guerin,c. 1725,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1644,Jean Baptiste,Jean,Baptiste,c. 1749,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1645,Marie Joseph,Marie,Joseph,c. 1741,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1646,Paul Benoist,Paul,Benoist,c. 1704,1752,head — ploughman in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1647,Marie Magdelaine Douaron,Marie Magdelaine,Douaron,c. 1733,1752,wife in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1648,Jean Charles Corporon,Jean Charles,Corporon,c. 1733,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1649,Antoine Benoist,Antoine,Benoist,c. 1741,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1650,Josette Benoist,Josette,Benoist,c. 1743,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1651,Franchise,Franchise,Benoist,c. 1735,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1652,Marie,Marie,Benoist,c. 1737,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1653,Elizabeth,Elizabeth,Benoist,c. 1739,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1654,Rose,Rose,Benoist,c. 1745,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1655,Acadie,Acadie,Benoist,c. 1727,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1656,Acadie,Acadie,Benoist,c. 1733,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1657,Joseph Benoist,Joseph,Benoist,c. 1749,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1658,Agatte,Agatte,Benoist,c. 1750,1752,child in the 1752 census; at the Grande Ascension,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1659,Pierre Carret,Pierre,Carret,c. 1727,1752,head — ploughman in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1660,Anne Gautrot,Anne,Gautrot,c. 1726,1752,wife in the 1752 census; at the Grande Ascension; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1661,Ambroise Guillot,Ambroise,Guillot,c. 1728,1752,head — ploughman in the 1752 census; at Pointe au Boulleau; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1662,Theotiste Daigre,Theotiste,Daigre,c. 1728,1752,wife in the 1752 census; at Pointe au Boulleau; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1663,Francois Daigre,Francois,Daigre,c. 1704,1752,head — ploughman in the 1752 census; at Pointe au Boulleau; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1664,Marie Boudrot,Marie,Boudrot,c. 1712,1752,wife in the 1752 census; at Pointe au Boulleau; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1665,Francois Marie Daigre,Francois Marie,Daigre,c. 1736,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1666,Margueritte,Margueritte,Daigre,c. 1734,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1667,Anne,Anne,Daigre,c. 1737,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1668,Francois,Francois,Daigre,c. 1743,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1669,Alexis Daigre,Alexis,Daigre,c. 1728,1752,head — ploughman in the 1752 census; at Pointe au Boulleau; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1670,Margueritte Douaron,Margueritte,Douaron,c. 1733,1752,wife in the 1752 census; at Pointe au Boulleau; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1671,Pierre Henry,Pierre,Henry,c. 1706,1752,head — ploughman in the 1752 census; at Pointe au Boulleau; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1672,Anne Aucoin,Anne,Aucoin,c. 1706,1752,wife in the 1752 census; at Pointe au Boulleau; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1673,Pierre Henry,Pierre,Henry,c. 1733,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1674,Paul,Paul,Henry,c. 1734,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1675,Autoinne,Autoinne,Henry,c. 1736,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1676,Barthelemy,Barthelemy,Henry,c. 1745,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1677,Thimotee,Thimotee,Henry,c. 1747,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1678,Jeanne,Jeanne,Henry,c. 1738,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1679,Elisabeth,Elisabeth,Henry,c. 1742,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1680,Marie Josette,Marie,Josette,c. 1735,1752,child in the 1752 census; at Pointe au Boulleau,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1681,Francois Douaron,Francois,Douaron,c. 1714,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1682,Magdelainne Tilliac,Magdelainne,Tilliac,c. 1717,1752,wife in the 1752 census; at the Pointe Prime; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1683,Ambroise Douaron,Ambroise,Douaron,c. 1746,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1684,Franrois,Franrois,Douaron,c. 1748,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1685,Ozitte Josette,Ozitte,Josette,c. 1740,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1686,Blanche,Blanche,Douaron,c. 1744,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1687,Noel Douaron,Noel,Douaron,c. 1682,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1688,Marie Henry,Marie,Henry,c. 1680,1752,wife in the 1752 census; at the Pointe Prime; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1689,Joseph Douaron,Joseph,Douaron,c. 1716,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1690,Marie Tilliard,Marie,Tilliard,c. 1714,1752,wife in the 1752 census; at the Pointe Prime; native of FAcadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1691,Paul Helie Douaron,Paul Helie,Douaron,c. 1735,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1692,Laurent,Laurent,Douaron,c. 1742,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1693,Joseph,Joseph,Douaron,c. 1744,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1694,Gregoire,Gregoire,Douaron,c. 1750,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1695,Magdelaine,Magdelaine,Douaron,c. 1738,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1696,Marie llose,Marie,llose,c. 1740,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1697,Anastazie,Anastazie,Douaron,c. 1746,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1698,Anne Marie,Anne,Marie,c. 1749,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1699,Claude Lcprince,Claude,Lcprince,c. 1728,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of FAcadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1700,Louis Mathieu,Louis,Mathieu,c. 1704,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of Baston,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1701,Paul Douaron,Paul,Douaron,c. 1709,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of I'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1702,Margueritte Benoist,Margueritte,Benoist,c. 1710,1752,wife in the 1752 census; at the Pointe Prime; native of I'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1703,Paul Douaron,Paul,Douaron,c. 1737,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1704,I'Acadie,I'Acadie,Douaron,c. 1741,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
